2016-09-25 18:04:31,675 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2016-10-02 00:53:42,738 [Worker-484] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 8 resources
2016-10-02 00:53:47,465 [Worker-477] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:53:47,468 [Worker-477] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 00:53:47,470 [Worker-477] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:53:47,474 [Worker-477] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 8 resources
2016-10-02 00:54:37,509 [Worker-484] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:54:37,512 [Worker-484] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 00:54:37,514 [Worker-484] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:54:37,518 [Worker-484] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 8 resources
2016-10-02 00:55:11,923 [Worker-485] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:55:11,924 [Worker-485] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 00:55:11,927 [Worker-485] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:55:11,932 [Worker-485] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 8 resources
2016-10-02 00:55:15,186 [Worker-482] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:55:15,188 [Worker-482] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 00:55:15,190 [Worker-482] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:55:15,194 [Worker-482] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 8 resources
2016-10-02 00:55:18,903 [Worker-484] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:55:18,915 [Worker-484] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 00:55:18,916 [Worker-484] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:55:18,919 [Worker-484] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 8 resources
2016-10-02 00:55:21,464 [Worker-484] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:55:21,466 [Worker-484] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 00:55:21,468 [Worker-484] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:55:21,470 [Worker-484] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 8 resources
2016-10-02 00:55:38,053 [Worker-482] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:55:38,056 [Worker-482] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 00:55:38,058 [Worker-482] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:55:38,062 [Worker-482] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 8 resources
2016-10-02 00:57:32,537 [Worker-482] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:57:32,541 [Worker-482] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 00:57:32,543 [Worker-482] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:57:32,546 [Worker-482] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 00:59:05,240 [Worker-486] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:59:05,242 [Worker-486] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 00:59:05,244 [Worker-486] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 00:59:05,246 [Worker-486] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 6 resources
2016-10-02 01:02:11,538 [Worker-487] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:02:11,540 [Worker-487] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 01:02:11,541 [Worker-487] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:02:11,545 [Worker-487] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 6 resources
2016-10-02 01:03:22,720 [Worker-488] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:03:22,762 [Worker-488] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 01:03:22,764 [Worker-488] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:03:22,768 [Worker-488] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 6 resources
2016-10-02 01:04:16,818 [Worker-477] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:04:16,821 [Worker-477] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 01:04:16,823 [Worker-477] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:04:16,827 [Worker-477] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 6 resources
2016-10-02 01:06:58,840 [Worker-482] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:06:58,842 [Worker-482] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 01:06:58,844 [Worker-482] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:06:58,848 [Worker-482] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 6 resources
2016-10-02 01:08:32,735 [Worker-483] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:08:32,738 [Worker-483] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 01:08:32,741 [Worker-483] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:08:32,743 [Worker-483] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 01:10:19,427 [Worker-485] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:10:19,428 [Worker-485] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-10-02 01:10:19,429 [Worker-485] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2016-10-02 01:10:19,431 [Worker-485] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
